#    L    TT             EE             BB             TE             PP             TP             EP          
   230   0.570860E+04   0.115739E+01   0.000000E+00   0.298046E+02   0.497346E-07   0.114150E-03   0.280980E-07
   231   0.570239E+04   0.119762E+01   0.000000E+00   0.314920E+02   0.495084E-07   0.113225E-03   0.425598E-07
   232   0.569558E+04   0.123972E+01   0.000000E+00   0.331836E+02   0.492839E-07   0.112306E-03   0.570058E-07
   233   0.568815E+04   0.128373E+01   0.000000E+00   0.348787E+02   0.490611E-07   0.111394E-03   0.714328E-07
   234   0.568010E+04   0.132968E+01   0.000000E+00   0.365765E+02   0.488399E-07   0.110489E-03   0.858377E-07
   235   0.567145E+04   0.137758E+01   0.000000E+00   0.382765E+02   0.486204E-07   0.109591E-03   0.100217E-06
   236   0.566219E+04   0.142747E+01   0.000000E+00   0.399779E+02   0.484025E-07   0.108699E-03   0.114569E-06
   237   0.565233E+04   0.147937E+01   0.000000E+00   0.416798E+02   0.481862E-07   0.107814E-03   0.128889E-06
   238   0.564187E+04   0.153329E+01   0.000000E+00   0.433816E+02   0.479714E-07   0.106936E-03   0.143174E-06
   239   0.563082E+04   0.158925E+01   0.000000E+00   0.450826E+02   0.477582E-07   0.106064E-03   0.157421E-06
   240   0.561917E+04   0.164729E+01   0.000000E+00   0.467819E+02   0.475466E-07   0.105198E-03   0.171628E-06
   241   0.560692E+04   0.170743E+01   0.000000E+00   0.484790E+02   0.473365E-07   0.104339E-03   0.185791E-06
   242   0.559410E+04   0.176968E+01   0.000000E+00   0.501729E+02   0.471279E-07   0.103486E-03   0.199907E-06
   243   0.558070E+04   0.183406E+01   0.000000E+00   0.518630E+02   0.469208E-07   0.102639E-03   0.213973E-06
   244   0.556672E+04   0.190058E+01   0.000000E+00   0.535486E+02   0.467151E-07   0.101799E-03   0.227985E-06
   245   0.555217E+04   0.196928E+01   0.000000E+00   0.552289E+02   0.465109E-07   0.100965E-03   0.241941E-06
   246   0.553706E+04   0.204014E+01   0.000000E+00   0.569033E+02   0.463081E-07   0.100137E-03   0.255838E-06
   247   0.552139E+04   0.211320E+01   0.000000E+00   0.585710E+02   0.461068E-07   0.993151E-04   0.269672E-06
   248   0.550518E+04   0.218848E+01   0.000000E+00   0.602312E+02   0.459069E-07   0.984993E-04   0.283440E-06
   249   0.548842E+04   0.226597E+01   0.000000E+00   0.618833E+02   0.457083E-07   0.976894E-04   0.297140E-06
   250   0.547112E+04   0.234570E+01   0.000000E+00   0.635265E+02   0.455111E-07   0.968855E-04   0.310768E-06
   251   0.545327E+04   0.242766E+01   0.000000E+00   0.651599E+02   0.453152E-07   0.960874E-04   0.324321E-06
   252   0.543490E+04   0.251187E+01   0.000000E+00   0.667828E+02   0.451207E-07   0.952952E-04   0.337799E-06
   253   0.541598E+04   0.259834E+01   0.000000E+00   0.683944E+02   0.449275E-07   0.945089E-04   0.351204E-06
   254   0.539655E+04   0.268706E+01   0.000000E+00   0.699938E+02   0.447356E-07   0.937282E-04   0.364534E-06
   255   0.537658E+04   0.277805E+01   0.000000E+00   0.715804E+02   0.445450E-07   0.929532E-04   0.377792E-06
   256   0.535608E+04   0.287131E+01   0.000000E+00   0.731533E+02   0.443557E-07   0.921839E-04   0.390976E-06
   257   0.533508E+04   0.296684E+01   0.000000E+00   0.747120E+02   0.441677E-07   0.914202E-04   0.404088E-06
   258   0.531358E+04   0.306463E+01   0.000000E+00   0.762554E+02   0.439810E-07   0.906621E-04   0.417129E-06
   259   0.529158E+04   0.316471E+01   0.000000E+00   0.777839E+02   0.437955E-07   0.899094E-04   0.430097E-06
   260   0.526912E+04   0.326706E+01   0.000000E+00   0.792953E+02   0.436113E-07   0.891623E-04   0.442995E-06
   261   0.524619E+04   0.337169E+01   0.000000E+00   0.807904E+02   0.434283E-07   0.884205E-04   0.455822E-06
   262   0.522281E+04   0.347858E+01   0.000000E+00   0.822677E+02   0.432465E-07   0.876841E-04   0.468579E-06
   263   0.519899E+04   0.358775E+01   0.000000E+00   0.837271E+02   0.430660E-07   0.869530E-04   0.481266E-06
   264   0.517474E+04   0.369918E+01   0.000000E+00   0.851672E+02   0.428866E-07   0.862272E-04   0.493884E-06
   265   0.515006E+04   0.381287E+01   0.000000E+00   0.865888E+02   0.427085E-07   0.855065E-04   0.506433E-06
   266   0.512496E+04   0.392880E+01   0.000000E+00   0.879896E+02   0.425316E-07   0.847911E-04   0.518914E-06
   267   0.509945E+04   0.404696E+01   0.000000E+00   0.893689E+02   0.423558E-07   0.840808E-04   0.531326E-06
   268   0.507353E+04   0.416733E+01   0.000000E+00   0.907273E+02   0.421812E-07   0.833756E-04   0.543671E-06
   269   0.504719E+04   0.428993E+01   0.000000E+00   0.920628E+02   0.420077E-07   0.826754E-04   0.555949E-06
   270   0.502046E+04   0.441471E+01   0.000000E+00   0.933759E+02   0.418354E-07   0.819802E-04   0.568161E-06
   271   0.499335E+04   0.454168E+01   0.000000E+00   0.946646E+02   0.416643E-07   0.812899E-04   0.580306E-06
   272   0.496585E+04   0.467081E+01   0.000000E+00   0.959295E+02   0.414942E-07   0.806045E-04   0.592385E-06
   273   0.493800E+04   0.480208E+01   0.000000E+00   0.971692E+02   0.413253E-07   0.799239E-04   0.604399E-06
   274   0.490978E+04   0.493548E+01   0.000000E+00   0.983843E+02   0.411575E-07   0.792482E-04   0.616348E-06
   275   0.488121E+04   0.507098E+01   0.000000E+00   0.995728E+02   0.409908E-07   0.785772E-04   0.628233E-06
   276   0.485231E+04   0.520857E+01   0.000000E+00   0.100735E+03   0.408252E-07   0.779108E-04   0.640054E-06
   277   0.482309E+04   0.534823E+01   0.000000E+00   0.101870E+03   0.406606E-07   0.772492E-04   0.651811E-06
   278   0.479355E+04   0.548992E+01   0.000000E+00   0.102977E+03   0.404971E-07   0.765921E-04   0.663505E-06
   279   0.476370E+04   0.563363E+01   0.000000E+00   0.104056E+03   0.403347E-07   0.759396E-04   0.675136E-06
   280   0.473356E+04   0.577931E+01   0.000000E+00   0.105107E+03   0.401733E-07   0.752916E-04   0.686705E-06
   281   0.470314E+04   0.592695E+01   0.000000E+00   0.106128E+03   0.400129E-07   0.746481E-04   0.698212E-06
   282   0.467244E+04   0.607650E+01   0.000000E+00   0.107120E+03   0.398535E-07   0.740089E-04   0.709658E-06
   283   0.464147E+04   0.622796E+01   0.000000E+00   0.108081E+03   0.396952E-07   0.733742E-04   0.721043E-06
   284   0.461025E+04   0.638127E+01   0.000000E+00   0.109011E+03   0.395379E-07   0.727437E-04   0.732367E-06
   285   0.457879E+04   0.653642E+01   0.000000E+00   0.109910E+03   0.393816E-07   0.721175E-04   0.743631E-06
   286   0.454708E+04   0.669336E+01   0.000000E+00   0.110778E+03   0.392262E-07   0.714956E-04   0.754836E-06
   287   0.451516E+04   0.685204E+01   0.000000E+00   0.111613E+03   0.390718E-07   0.708778E-04   0.765982E-06
   288   0.448303E+04   0.701246E+01   0.000000E+00   0.112416E+03   0.389184E-07   0.702641E-04   0.777068E-06
   289   0.445068E+04   0.717455E+01   0.000000E+00   0.113186E+03   0.387659E-07   0.696546E-04   0.788096E-06
   290   0.441815E+04   0.733828E+01   0.000000E+00   0.113923E+03   0.386144E-07   0.690490E-04   0.799067E-06
   291   0.438545E+04   0.750363E+01   0.000000E+00   0.114626E+03   0.384638E-07   0.684475E-04   0.809980E-06
   292   0.435256E+04   0.767046E+01   0.000000E+00   0.115294E+03   0.383141E-07   0.678499E-04   0.820836E-06
   293   0.431951E+04   0.783886E+01   0.000000E+00   0.115929E+03   0.381653E-07   0.672562E-04   0.831636E-06
   294   0.428632E+04   0.800874E+01   0.000000E+00   0.116528E+03   0.380175E-07   0.666663E-04   0.842379E-06
   295   0.425297E+04   0.817997E+01   0.000000E+00   0.117092E+03   0.378705E-07   0.660802E-04   0.853067E-06
   296   0.421950E+04   0.835260E+01   0.000000E+00   0.117621E+03   0.377244E-07   0.654979E-04   0.863699E-06
   297   0.418588E+04   0.852649E+01   0.000000E+00   0.118112E+03   0.375791E-07   0.649193E-04   0.874276E-06
   298   0.415216E+04   0.870165E+01   0.000000E+00   0.118567E+03   0.374348E-07   0.643443E-04   0.884800E-06
   299   0.411834E+04   0.887800E+01   0.000000E+00   0.118986E+03   0.372912E-07   0.637730E-04   0.895269E-06
   300   0.408441E+04   0.905546E+01   0.000000E+00   0.119367E+03   0.371485E-07   0.632052E-04   0.905685E-06
   301   0.405041E+04   0.923411E+01   0.000000E+00   0.119711E+03   0.370067E-07   0.626409E-04   0.916046E-06
   302   0.401634E+04   0.941372E+01   0.000000E+00   0.120019E+03   0.368656E-07   0.620802E-04   0.926350E-06
   303   0.398221E+04   0.959438E+01   0.000000E+00   0.120289E+03   0.367254E-07   0.615230E-04   0.936592E-06
   304   0.394804E+04   0.977600E+01   0.000000E+00   0.120522E+03   0.365860E-07   0.609693E-04   0.946766E-06
   305   0.391384E+04   0.995852E+01   0.000000E+00   0.120717E+03   0.364474E-07   0.604192E-04   0.956868E-06
   306   0.387961E+04   0.101419E+02   0.000000E+00   0.120874E+03   0.363096E-07   0.598726E-04   0.966894E-06
   307   0.384537E+04   0.103261E+02   0.000000E+00   0.120994E+03   0.361726E-07   0.593297E-04   0.976837E-06
   308   0.381113E+04   0.105110E+02   0.000000E+00   0.121076E+03   0.360363E-07   0.587903E-04   0.986695E-06
   309   0.377690E+04   0.106965E+02   0.000000E+00   0.121119E+03   0.359009E-07   0.582545E-04   0.996462E-06
   310   0.374267E+04   0.108826E+02   0.000000E+00   0.121125E+03   0.357662E-07   0.577224E-04   0.100613E-05
   311   0.370849E+04   0.110693E+02   0.000000E+00   0.121092E+03   0.356323E-07   0.571938E-04   0.101570E-05
   312   0.367433E+04   0.112564E+02   0.000000E+00   0.121020E+03   0.354992E-07   0.566689E-04   0.102517E-05
   313   0.364023E+04   0.114440E+02   0.000000E+00   0.120910E+03   0.353668E-07   0.561476E-04   0.103453E-05
   314   0.360619E+04   0.116318E+02   0.000000E+00   0.120762E+03   0.352352E-07   0.556300E-04   0.104377E-05
   315   0.357220E+04   0.118199E+02   0.000000E+00   0.120574E+03   0.351043E-07   0.551161E-04   0.105289E-05
   316   0.353830E+04   0.120083E+02   0.000000E+00   0.120348E+03   0.349741E-07   0.546058E-04   0.106189E-05
   317   0.350449E+04   0.121968E+02   0.000000E+00   0.120085E+03   0.348447E-07   0.540992E-04   0.107076E-05
   318   0.347078E+04   0.123853E+02   0.000000E+00   0.119782E+03   0.347160E-07   0.535963E-04   0.107949E-05
   319   0.343718E+04   0.125738E+02   0.000000E+00   0.119441E+03   0.345881E-07   0.530971E-04   0.108809E-05
   320   0.340368E+04   0.127624E+02   0.000000E+00   0.119062E+03   0.344608E-07   0.526016E-04   0.109654E-05
   321   0.337033E+04   0.129508E+02   0.000000E+00   0.118646E+03   0.343343E-07   0.521098E-04   0.110485E-05
   322   0.333711E+04   0.131389E+02   0.000000E+00   0.118190E+03   0.342085E-07   0.516218E-04   0.111300E-05
   323   0.330404E+04   0.133268E+02   0.000000E+00   0.117697E+03   0.340834E-07   0.511375E-04   0.112100E-05
   324   0.327111E+04   0.135143E+02   0.000000E+00   0.117167E+03   0.339589E-07   0.506570E-04   0.112884E-05
   325   0.323836E+04   0.137014E+02   0.000000E+00   0.116598E+03   0.338352E-07   0.501803E-04   0.113650E-05
   326   0.320579E+04   0.138881E+02   0.000000E+00   0.115993E+03   0.337121E-07   0.497073E-04   0.114400E-05
   327   0.317339E+04   0.140742E+02   0.000000E+00   0.115349E+03   0.335897E-07   0.492381E-04   0.115132E-05
   328   0.314119E+04   0.142596E+02   0.000000E+00   0.114669E+03   0.334680E-07   0.487727E-04   0.115846E-05
   329   0.310919E+04   0.144444E+02   0.000000E+00   0.113953E+03   0.333470E-07   0.483112E-04   0.116542E-05
   330   0.307741E+04   0.146283E+02   0.000000E+00   0.113199E+03   0.332266E-07   0.478534E-04   0.117218E-05
   331   0.304584E+04   0.148114E+02   0.000000E+00   0.112409E+03   0.331068E-07   0.473995E-04   0.117875E-05
   332   0.301450E+04   0.149937E+02   0.000000E+00   0.111583E+03   0.329877E-07   0.469495E-04   0.118512E-05
   333   0.298339E+04   0.151749E+02   0.000000E+00   0.110722E+03   0.328693E-07   0.465033E-04   0.119129E-05
   334   0.295253E+04   0.153550E+02   0.000000E+00   0.109825E+03   0.327515E-07   0.460609E-04   0.119725E-05
   335   0.292192E+04   0.155340E+02   0.000000E+00   0.108893E+03   0.326343E-07   0.456225E-04   0.120299E-05
   336   0.289158E+04   0.157117E+02   0.000000E+00   0.107927E+03   0.325177E-07   0.451879E-04   0.120851E-05
   337   0.286150E+04   0.158882E+02   0.000000E+00   0.106927E+03   0.324018E-07   0.447572E-04   0.121381E-05
   338   0.283170E+04   0.160634E+02   0.000000E+00   0.105892E+03   0.322865E-07   0.443304E-04   0.121889E-05
   339   0.280218E+04   0.162372E+02   0.000000E+00   0.104825E+03   0.321717E-07   0.439076E-04   0.122373E-05
   340   0.277297E+04   0.164095E+02   0.000000E+00   0.103725E+03   0.320576E-07   0.434887E-04   0.122833E-05
   341   0.274405E+04   0.165803E+02   0.000000E+00   0.102593E+03   0.319441E-07   0.430737E-04   0.123269E-05
   342   0.271543E+04   0.167493E+02   0.000000E+00   0.101427E+03   0.318311E-07   0.426626E-04   0.123680E-05
   343   0.268713E+04   0.169167E+02   0.000000E+00   0.100231E+03   0.317188E-07   0.422556E-04   0.124066E-05
   344   0.265914E+04   0.170822E+02   0.000000E+00   0.990025E+02   0.316070E-07   0.418525E-04   0.124427E-05
   345   0.263146E+04   0.172459E+02   0.000000E+00   0.977428E+02   0.314958E-07   0.414534E-04   0.124761E-05
   346   0.260412E+04   0.174076E+02   0.000000E+00   0.964518E+02   0.313852E-07   0.410583E-04   0.125069E-05
   347   0.257710E+04   0.175672E+02   0.000000E+00   0.951304E+02   0.312751E-07   0.406671E-04   0.125350E-05
   348   0.255041E+04   0.177247E+02   0.000000E+00   0.937784E+02   0.311656E-07   0.402800E-04   0.125603E-05
   349   0.252407E+04   0.178800E+02   0.000000E+00   0.923982E+02   0.310566E-07   0.398970E-04   0.125829E-05
   350   0.249808E+04   0.180331E+02   0.000000E+00   0.909889E+02   0.309481E-07   0.395179E-04   0.126025E-05
   351   0.247246E+04   0.181840E+02   0.000000E+00   0.895521E+02   0.308402E-07   0.391429E-04   0.126194E-05
   352   0.244720E+04   0.183326E+02   0.000000E+00   0.880885E+02   0.307329E-07   0.387719E-04   0.126334E-05
   353   0.242232E+04   0.184788E+02   0.000000E+00   0.865981E+02   0.306261E-07   0.384046E-04   0.126449E-05
   354   0.239782E+04   0.186227E+02   0.000000E+00   0.850832E+02   0.305198E-07   0.380412E-04   0.126540E-05
   355   0.237370E+04   0.187640E+02   0.000000E+00   0.835429E+02   0.304140E-07   0.376813E-04   0.126607E-05
   356   0.234998E+04   0.189028E+02   0.000000E+00   0.819781E+02   0.303087E-07   0.373251E-04   0.126653E-05
   357   0.232664E+04   0.190390E+02   0.000000E+00   0.803895E+02   0.302040E-07   0.369722E-04   0.126680E-05
   358   0.230371E+04   0.191725E+02   0.000000E+00   0.787779E+02   0.300998E-07   0.366227E-04   0.126688E-05
   359   0.228118E+04   0.193032E+02   0.000000E+00   0.771431E+02   0.299960E-07   0.362764E-04   0.126679E-05
   360   0.225905E+04   0.194310E+02   0.000000E+00   0.754868E+02   0.298928E-07   0.359333E-04   0.126655E-05
   361   0.223733E+04   0.195560E+02   0.000000E+00   0.738079E+02   0.297901E-07   0.355932E-04   0.126617E-05
   362   0.221601E+04   0.196780E+02   0.000000E+00   0.721082E+02   0.296879E-07   0.352560E-04   0.126567E-05
   363   0.219512E+04   0.197970E+02   0.000000E+00   0.703884E+02   0.295862E-07   0.349217E-04   0.126506E-05
   364   0.217464E+04   0.199129E+02   0.000000E+00   0.686490E+02   0.294850E-07   0.345901E-04   0.126436E-05
   365   0.215459E+04   0.200257E+02   0.000000E+00   0.668910E+02   0.293843E-07   0.342612E-04   0.126358E-05
   366   0.213496E+04   0.201353E+02   0.000000E+00   0.651152E+02   0.292841E-07   0.339347E-04   0.126274E-05
   367   0.211576E+04   0.202417E+02   0.000000E+00   0.633222E+02   0.291844E-07   0.336107E-04   0.126185E-05
   368   0.209699E+04   0.203447E+02   0.000000E+00   0.615129E+02   0.290851E-07   0.332890E-04   0.126094E-05
   369   0.207865E+04   0.204446E+02   0.000000E+00   0.596880E+02   0.289864E-07   0.329696E-04   0.126000E-05
   370   0.206076E+04   0.205410E+02   0.000000E+00   0.578483E+02   0.288881E-07   0.326522E-04   0.125906E-05
   371   0.204330E+04   0.206341E+02   0.000000E+00   0.559946E+02   0.287903E-07   0.323369E-04   0.125814E-05
   372   0.202628E+04   0.207236E+02   0.000000E+00   0.541276E+02   0.286929E-07   0.320236E-04   0.125725E-05
   373   0.200970E+04   0.208097E+02   0.000000E+00   0.522482E+02   0.285960E-07   0.317120E-04   0.125640E-05
   374   0.199357E+04   0.208923E+02   0.000000E+00   0.503570E+02   0.284996E-07   0.314021E-04   0.125561E-05
   375   0.197788E+04   0.209714E+02   0.000000E+00   0.484548E+02   0.284037E-07   0.310939E-04   0.125490E-05
   376   0.196263E+04   0.210468E+02   0.000000E+00   0.465424E+02   0.283082E-07   0.307872E-04   0.125427E-05
   377   0.194783E+04   0.211186E+02   0.000000E+00   0.446205E+02   0.282131E-07   0.304819E-04   0.125375E-05
   378   0.193347E+04   0.211867E+02   0.000000E+00   0.426899E+02   0.281185E-07   0.301780E-04   0.125335E-05
   379   0.191957E+04   0.212510E+02   0.000000E+00   0.407513E+02   0.280244E-07   0.298752E-04   0.125308E-05
   380   0.190612E+04   0.213115E+02   0.000000E+00   0.388055E+02   0.279307E-07   0.295736E-04   0.125297E-05
   381   0.189311E+04   0.213682E+02   0.000000E+00   0.368531E+02   0.278375E-07   0.292729E-04   0.125302E-05
   382   0.188056E+04   0.214208E+02   0.000000E+00   0.348951E+02   0.277446E-07   0.289732E-04   0.125325E-05
   383   0.186846E+04   0.214697E+02   0.000000E+00   0.329322E+02   0.276523E-07   0.286743E-04   0.125367E-05
   384   0.185680E+04   0.215147E+02   0.000000E+00   0.309653E+02   0.275603E-07   0.283761E-04   0.125431E-05
   385   0.184559E+04   0.215557E+02   0.000000E+00   0.289951E+02   0.274688E-07   0.280785E-04   0.125517E-05
   386   0.183484E+04   0.215929E+02   0.000000E+00   0.270227E+02   0.273777E-07   0.277814E-04   0.125628E-05
   387   0.182453E+04   0.216261E+02   0.000000E+00   0.250487E+02   0.272870E-07   0.274848E-04   0.125764E-05
   388   0.181467E+04   0.216555E+02   0.000000E+00   0.230741E+02   0.271968E-07   0.271884E-04   0.125927E-05
   389   0.180525E+04   0.216809E+02   0.000000E+00   0.210997E+02   0.271070E-07   0.268922E-04   0.126119E-05
   390   0.179628E+04   0.217024E+02   0.000000E+00   0.191262E+02   0.270176E-07   0.265961E-04   0.126341E-05
   391   0.178775E+04   0.217199E+02   0.000000E+00   0.171546E+02   0.269286E-07   0.263001E-04   0.126595E-05
   392   0.177965E+04   0.217334E+02   0.000000E+00   0.151856E+02   0.268400E-07   0.260039E-04   0.126882E-05
   393   0.177200E+04   0.217430E+02   0.000000E+00   0.132200E+02   0.267518E-07   0.257076E-04   0.127203E-05
   394   0.176478E+04   0.217486E+02   0.000000E+00   0.112585E+02   0.266640E-07   0.254109E-04   0.127561E-05
   395   0.175799E+04   0.217501E+02   0.000000E+00   0.930199E+01   0.265766E-07   0.251138E-04   0.127957E-05
   396   0.175164E+04   0.217477E+02   0.000000E+00   0.735126E+01   0.264896E-07   0.248163E-04   0.128392E-05
   397   0.174570E+04   0.217411E+02   0.000000E+00   0.540710E+01   0.264030E-07   0.245181E-04   0.128867E-05
   398   0.174020E+04   0.217306E+02   0.000000E+00   0.347025E+01   0.263168E-07   0.242192E-04   0.129385E-05
   399   0.173512E+04   0.217160E+02   0.000000E+00   0.154150E+01   0.262309E-07   0.239195E-04   0.129947E-05
   400   0.173046E+04   0.216974E+02   0.000000E+00  -0.378383E+00   0.261455E-07   0.236190E-04   0.130554E-05
   401   0.172623E+04   0.216747E+02   0.000000E+00  -0.228863E+01   0.260604E-07   0.233174E-04   0.131208E-05
   402   0.172241E+04   0.216481E+02   0.000000E+00  -0.418845E+01   0.259757E-07   0.230149E-04   0.131905E-05
   403   0.171901E+04   0.216174E+02   0.000000E+00  -0.607711E+01   0.258914E-07   0.227117E-04   0.132644E-05
