#    L    TT             EE             BB             TE          
   786   0.247420E+04   0.185310E+02   0.933740E-01  -0.109115E+03
   787   0.247895E+04   0.182991E+02   0.935067E-01  -0.107850E+03
   788   0.248355E+04   0.180703E+02   0.936390E-01  -0.106557E+03
   789   0.248797E+04   0.178448E+02   0.937709E-01  -0.105238E+03
   790   0.249224E+04   0.176225E+02   0.939025E-01  -0.103892E+03
   791   0.249633E+04   0.174037E+02   0.940336E-01  -0.102522E+03
   792   0.250027E+04   0.171885E+02   0.941643E-01  -0.101128E+03
   793   0.250403E+04   0.169771E+02   0.942945E-01  -0.997108E+02
   794   0.250762E+04   0.167696E+02   0.944242E-01  -0.982709E+02
   795   0.251104E+04   0.165661E+02   0.945533E-01  -0.968101E+02
   796   0.251429E+04   0.163667E+02   0.946818E-01  -0.953276E+02
   797   0.251736E+04   0.161714E+02   0.948097E-01  -0.938248E+02
   798   0.252026E+04   0.159802E+02   0.949370E-01  -0.923017E+02
   799   0.252300E+04   0.157934E+02   0.950637E-01  -0.907590E+02
   800   0.252555E+04   0.156108E+02   0.951896E-01  -0.891960E+02
   801   0.252793E+04   0.154325E+02   0.953148E-01  -0.876148E+02
   802   0.253015E+04   0.152585E+02   0.954392E-01  -0.860147E+02
   803   0.253218E+04   0.150891E+02   0.955629E-01  -0.843963E+02
   804   0.253403E+04   0.149242E+02   0.956857E-01  -0.827612E+02
   805   0.253570E+04   0.147641E+02   0.958077E-01  -0.811086E+02
   806   0.253717E+04   0.146087E+02   0.959288E-01  -0.794406E+02
   807   0.253844E+04   0.144583E+02   0.960490E-01  -0.777558E+02
   808   0.253952E+04   0.143130E+02   0.961683E-01  -0.760570E+02
   809   0.254039E+04   0.141727E+02   0.962866E-01  -0.743435E+02
   810   0.254106E+04   0.140377E+02   0.964040E-01  -0.726160E+02
   811   0.254152E+04   0.139079E+02   0.965203E-01  -0.708760E+02
   812   0.254180E+04   0.137833E+02   0.966356E-01  -0.691243E+02
   813   0.254188E+04   0.136640E+02   0.967499E-01  -0.673618E+02
   814   0.254177E+04   0.135500E+02   0.968630E-01  -0.655892E+02
   815   0.254149E+04   0.134413E+02   0.969751E-01  -0.638075E+02
   816   0.254102E+04   0.133381E+02   0.970860E-01  -0.620174E+02
   817   0.254036E+04   0.132402E+02   0.971958E-01  -0.602196E+02
   818   0.253952E+04   0.131479E+02   0.973043E-01  -0.584140E+02
   819   0.253849E+04   0.130611E+02   0.974117E-01  -0.566013E+02
   820   0.253725E+04   0.129800E+02   0.975179E-01  -0.547816E+02
   821   0.253580E+04   0.129046E+02   0.976228E-01  -0.529555E+02
   822   0.253414E+04   0.128349E+02   0.977264E-01  -0.511231E+02
   823   0.253227E+04   0.127709E+02   0.978288E-01  -0.492848E+02
   824   0.253018E+04   0.127128E+02   0.979298E-01  -0.474418E+02
   825   0.252790E+04   0.126606E+02   0.980296E-01  -0.455951E+02
   826   0.252541E+04   0.126142E+02   0.981279E-01  -0.437459E+02
   827   0.252273E+04   0.125736E+02   0.982249E-01  -0.418952E+02
   828   0.251986E+04   0.125390E+02   0.983206E-01  -0.400442E+02
   829   0.251681E+04   0.125102E+02   0.984148E-01  -0.381940E+02
   830   0.251358E+04   0.124873E+02   0.985076E-01  -0.363456E+02
   831   0.251017E+04   0.124703E+02   0.985990E-01  -0.344993E+02
   832   0.250657E+04   0.124593E+02   0.986889E-01  -0.326556E+02
   833   0.250278E+04   0.124543E+02   0.987773E-01  -0.308147E+02
   834   0.249881E+04   0.124553E+02   0.988643E-01  -0.289768E+02
   835   0.249463E+04   0.124622E+02   0.989497E-01  -0.271425E+02
   836   0.249025E+04   0.124753E+02   0.990337E-01  -0.253117E+02
   837   0.248566E+04   0.124944E+02   0.991161E-01  -0.234852E+02
   838   0.248088E+04   0.125195E+02   0.991970E-01  -0.216635E+02
   839   0.247590E+04   0.125507E+02   0.992763E-01  -0.198478E+02
   840   0.247073E+04   0.125878E+02   0.993540E-01  -0.180388E+02
   841   0.246538E+04   0.126309E+02   0.994302E-01  -0.162377E+02
   842   0.245985E+04   0.126798E+02   0.995048E-01  -0.144452E+02
   843   0.245414E+04   0.127345E+02   0.995778E-01  -0.126624E+02
   844   0.244828E+04   0.127950E+02   0.996491E-01  -0.108902E+02
   845   0.244223E+04   0.128614E+02   0.997189E-01  -0.912897E+01
   846   0.243603E+04   0.129335E+02   0.997870E-01  -0.737946E+01
   847   0.242964E+04   0.130115E+02   0.998534E-01  -0.564206E+01
   848   0.242309E+04   0.130954E+02   0.999182E-01  -0.391732E+01
   849   0.241635E+04   0.131851E+02   0.999813E-01  -0.220575E+01
   850   0.240943E+04   0.132807E+02   0.100043E+00  -0.507875E+00
   851   0.240234E+04   0.133823E+02   0.100103E+00   0.117582E+01
   852   0.239507E+04   0.134896E+02   0.100161E+00   0.284486E+01
   853   0.238762E+04   0.136026E+02   0.100217E+00   0.449879E+01
   854   0.238001E+04   0.137212E+02   0.100272E+00   0.613716E+01
   855   0.237225E+04   0.138453E+02   0.100325E+00   0.775950E+01
   856   0.236432E+04   0.139749E+02   0.100376E+00   0.936540E+01
   857   0.235625E+04   0.141097E+02   0.100426E+00   0.109544E+02
   858   0.234804E+04   0.142497E+02   0.100474E+00   0.125259E+02
   859   0.233968E+04   0.143949E+02   0.100520E+00   0.140793E+02
   860   0.233119E+04   0.145454E+02   0.100564E+00   0.156136E+02
   861   0.232256E+04   0.147009E+02   0.100607E+00   0.171281E+02
   862   0.231378E+04   0.148615E+02   0.100648E+00   0.186220E+02
   863   0.230488E+04   0.150274E+02   0.100687E+00   0.200945E+02
   864   0.229584E+04   0.151983E+02   0.100725E+00   0.215446E+02
   865   0.228667E+04   0.153743E+02   0.100761E+00   0.229718E+02
   866   0.227738E+04   0.155553E+02   0.100795E+00   0.243757E+02
   867   0.226795E+04   0.157413E+02   0.100827E+00   0.257564E+02
   868   0.225839E+04   0.159320E+02   0.100858E+00   0.271136E+02
   869   0.224871E+04   0.161275E+02   0.100887E+00   0.284473E+02
   870   0.223890E+04   0.163276E+02   0.100914E+00   0.297572E+02
   871   0.222897E+04   0.165323E+02   0.100940E+00   0.310434E+02
   872   0.221893E+04   0.167414E+02   0.100964E+00   0.323057E+02
   873   0.220876E+04   0.169548E+02   0.100986E+00   0.335435E+02
   874   0.219849E+04   0.171724E+02   0.101006E+00   0.347564E+02
   875   0.218811E+04   0.173942E+02   0.101025E+00   0.359438E+02
   876   0.217763E+04   0.176200E+02   0.101042E+00   0.371053E+02
   877   0.216705E+04   0.178497E+02   0.101058E+00   0.382403E+02
   878   0.215639E+04   0.180832E+02   0.101071E+00   0.393483E+02
   879   0.214563E+04   0.183204E+02   0.101084E+00   0.404288E+02
   880   0.213480E+04   0.185611E+02   0.101094E+00   0.414813E+02
   881   0.212388E+04   0.188054E+02   0.101103E+00   0.425054E+02
   882   0.211289E+04   0.190532E+02   0.101110E+00   0.435007E+02
   883   0.210182E+04   0.193042E+02   0.101116E+00   0.444666E+02
   884   0.209067E+04   0.195587E+02   0.101120E+00   0.454029E+02
   885   0.207945E+04   0.198164E+02   0.101123E+00   0.463088E+02
   886   0.206816E+04   0.200772E+02   0.101124E+00   0.471842E+02
   887   0.205679E+04   0.203411E+02   0.101123E+00   0.480289E+02
   888   0.204536E+04   0.206079E+02   0.101121E+00   0.488428E+02
   889   0.203386E+04   0.208775E+02   0.101118E+00   0.496261E+02
   890   0.202231E+04   0.211498E+02   0.101113E+00   0.503786E+02
   891   0.201070E+04   0.214248E+02   0.101106E+00   0.511004E+02
   892   0.199904E+04   0.217022E+02   0.101098E+00   0.517914E+02
   893   0.198733E+04   0.219821E+02   0.101089E+00   0.524516E+02
   894   0.197557E+04   0.222640E+02   0.101078E+00   0.530809E+02
   895   0.196377E+04   0.225482E+02   0.101066E+00   0.536791E+02
   896   0.195193E+04   0.228342E+02   0.101052E+00   0.542463E+02
   897   0.194006E+04   0.231221E+02   0.101038E+00   0.547822E+02
   898   0.192815E+04   0.234117E+02   0.101021E+00   0.552867E+02
   899   0.191622E+04   0.237028E+02   0.101004E+00   0.557598E+02
   900   0.190427E+04   0.239954E+02   0.100985E+00   0.562013E+02
   901   0.189229E+04   0.242892E+02   0.100965E+00   0.566111E+02
   902   0.188030E+04   0.245843E+02   0.100943E+00   0.569892E+02
   903   0.186830E+04   0.248804E+02   0.100921E+00   0.573353E+02
   904   0.185628E+04   0.251775E+02   0.100897E+00   0.576496E+02
   905   0.184427E+04   0.254753E+02   0.100872E+00   0.579319E+02
   906   0.183225E+04   0.257740E+02   0.100846E+00   0.581820E+02
   907   0.182024E+04   0.260732E+02   0.100819E+00   0.583999E+02
   908   0.180823E+04   0.263729E+02   0.100790E+00   0.585856E+02
   909   0.179624E+04   0.266731E+02   0.100761E+00   0.587393E+02
   910   0.178425E+04   0.269735E+02   0.100730E+00   0.588610E+02
   911   0.177228E+04   0.272741E+02   0.100699E+00   0.589507E+02
   912   0.176033E+04   0.275747E+02   0.100666E+00   0.590087E+02
   913   0.174841E+04   0.278753E+02   0.100633E+00   0.590348E+02
   914   0.173651E+04   0.281758E+02   0.100598E+00   0.590292E+02
   915   0.172463E+04   0.284759E+02   0.100563E+00   0.589921E+02
   916   0.171280E+04   0.287757E+02   0.100527E+00   0.589235E+02
   917   0.170099E+04   0.290749E+02   0.100489E+00   0.588235E+02
   918   0.168921E+04   0.293734E+02   0.100451E+00   0.586924E+02
   919   0.167747E+04   0.296712E+02   0.100413E+00   0.585302E+02
   920   0.166578E+04   0.299681E+02   0.100373E+00   0.583370E+02
   921   0.165412E+04   0.302638E+02   0.100333E+00   0.581130E+02
   922   0.164252E+04   0.305584E+02   0.100291E+00   0.578586E+02
   923   0.163097E+04   0.308518E+02   0.100250E+00   0.575739E+02
   924   0.161946E+04   0.311438E+02   0.100207E+00   0.572594E+02
   925   0.160802E+04   0.314343E+02   0.100164E+00   0.569154E+02
   926   0.159664E+04   0.317232E+02   0.100120E+00   0.565422E+02
   927   0.158532E+04   0.320103E+02   0.100075E+00   0.561402E+02
   928   0.157407E+04   0.322957E+02   0.100030E+00   0.557096E+02
   929   0.156289E+04   0.325791E+02   0.999848E-01   0.552508E+02
   930   0.155179E+04   0.328605E+02   0.999387E-01   0.547639E+02
   931   0.154075E+04   0.331396E+02   0.998920E-01   0.542493E+02
   932   0.152980E+04   0.334165E+02   0.998449E-01   0.537072E+02
   933   0.151892E+04   0.336910E+02   0.997974E-01   0.531379E+02
   934   0.150813E+04   0.339628E+02   0.997494E-01   0.525415E+02
   935   0.149743E+04   0.342320E+02   0.997010E-01   0.519185E+02
   936   0.148680E+04   0.344984E+02   0.996523E-01   0.512691E+02
   937   0.147627E+04   0.347619E+02   0.996033E-01   0.505937E+02
   938   0.146583E+04   0.350225E+02   0.995539E-01   0.498925E+02
   939   0.145549E+04   0.352799E+02   0.995042E-01   0.491662E+02
   940   0.144524E+04   0.355340E+02   0.994544E-01   0.484149E+02
   941   0.143509E+04   0.357849E+02   0.994042E-01   0.476389E+02
   942   0.142504E+04   0.360324E+02   0.993539E-01   0.468387E+02
   943   0.141509E+04   0.362763E+02   0.993034E-01   0.460147E+02
   944   0.140525E+04   0.365166E+02   0.992528E-01   0.451674E+02
   945   0.139552E+04   0.367532E+02   0.992021E-01   0.442971E+02
   946   0.138589E+04   0.369860E+02   0.991513E-01   0.434044E+02
   947   0.137638E+04   0.372149E+02   0.991004E-01   0.424896E+02
   948   0.136698E+04   0.374399E+02   0.990495E-01   0.415533E+02
   949   0.135769E+04   0.376608E+02   0.989986E-01   0.405958E+02
   950   0.134852E+04   0.378776E+02   0.989477E-01   0.396176E+02
   951   0.133948E+04   0.380901E+02   0.988968E-01   0.386191E+02
   952   0.133055E+04   0.382983E+02   0.988461E-01   0.376009E+02
   953   0.132174E+04   0.385020E+02   0.987954E-01   0.365631E+02
   954   0.131305E+04   0.387013E+02   0.987449E-01   0.355066E+02
   955   0.130449E+04   0.388959E+02   0.986946E-01   0.344315E+02
   956   0.129606E+04   0.390859E+02   0.986444E-01   0.333384E+02
   957   0.128775E+04   0.392710E+02   0.985944E-01   0.322278E+02
   958   0.127957E+04   0.394515E+02   0.985447E-01   0.311004E+02
   959   0.127152E+04   0.396270E+02   0.984953E-01   0.299568E+02
   960   0.126361E+04   0.397978E+02   0.984461E-01   0.287976E+02
   961   0.125582E+04   0.399635E+02   0.983973E-01   0.276233E+02
   962   0.124818E+04   0.401244E+02   0.983488E-01   0.264346E+02
   963   0.124067E+04   0.402802E+02   0.983006E-01   0.252321E+02
   964   0.123330E+04   0.404309E+02   0.982529E-01   0.240162E+02
   965   0.122606E+04   0.405765E+02   0.982056E-01   0.227875E+02
   966   0.121896E+04   0.407169E+02   0.981587E-01   0.215466E+02
   967   0.121200E+04   0.408521E+02   0.981123E-01   0.202939E+02
   968   0.120518E+04   0.409819E+02   0.980663E-01   0.190299E+02
   969   0.119850E+04   0.411063E+02   0.980209E-01   0.177552E+02
   970   0.119197E+04   0.412253E+02   0.979760E-01   0.164703E+02
   971   0.118557E+04   0.413388E+02   0.979317E-01   0.151757E+02
   972   0.117931E+04   0.414468E+02   0.978879E-01   0.138721E+02
   973   0.117320E+04   0.415492E+02   0.978448E-01   0.125600E+02
   974   0.116724E+04   0.416461E+02   0.978022E-01   0.112399E+02
   975   0.116141E+04   0.417374E+02   0.977603E-01   0.991257E+01
   976   0.115572E+04   0.418230E+02   0.977191E-01   0.857838E+01
   977   0.115019E+04   0.419030E+02   0.976786E-01   0.723810E+01
   978   0.114479E+04   0.419773E+02   0.976387E-01   0.589210E+01
   979   0.113954E+04   0.420459E+02   0.975996E-01   0.454104E+01
   980   0.113444E+04   0.421087E+02   0.975611E-01   0.318541E+01
   981   0.112947E+04   0.421660E+02   0.975235E-01   0.182576E+01
   982   0.112465E+04   0.422174E+02   0.974866E-01   0.462637E+00
   983   0.111997E+04   0.422632E+02   0.974505E-01  -0.903429E+00
   984   0.111544E+04   0.423032E+02   0.974152E-01  -0.227191E+01
   985   0.111106E+04   0.423374E+02   0.973807E-01  -0.364232E+01
   986   0.110681E+04   0.423658E+02   0.973471E-01  -0.501417E+01
   987   0.110271E+04   0.423884E+02   0.973143E-01  -0.638701E+01
   988   0.109875E+04   0.424051E+02   0.972823E-01  -0.776034E+01
   989   0.109494E+04   0.424161E+02   0.972513E-01  -0.913370E+01
   990   0.109126E+04   0.424211E+02   0.972211E-01  -0.105066E+02
   991   0.108773E+04   0.424201E+02   0.971918E-01  -0.118785E+02
   992   0.108435E+04   0.424134E+02   0.971634E-01  -0.132490E+02
   993   0.108109E+04   0.424006E+02   0.971360E-01  -0.146173E+02
   994   0.107799E+04   0.423821E+02   0.971094E-01  -0.159829E+02
   995   0.107502E+04   0.423577E+02   0.970839E-01  -0.173452E+02
   996   0.107220E+04   0.423275E+02   0.970592E-01  -0.187037E+02
   997   0.106951E+04   0.422914E+02   0.970355E-01  -0.200577E+02
   998   0.106696E+04   0.422495E+02   0.970128E-01  -0.214067E+02
   999   0.106455E+04   0.422019E+02   0.969911E-01  -0.227498E+02
  1000   0.106228E+04   0.421485E+02   0.969703E-01  -0.240866E+02
  1001   0.106014E+04   0.420892E+02   0.969505E-01  -0.254165E+02
  1002   0.105813E+04   0.420242E+02   0.969317E-01  -0.267386E+02
  1003   0.105626E+04   0.419533E+02   0.969139E-01  -0.280523E+02
  1004   0.105452E+04   0.418767E+02   0.968971E-01  -0.293571E+02
  1005   0.105289E+04   0.417942E+02   0.968813E-01  -0.306523E+02
  1006   0.105141E+04   0.417061E+02   0.968666E-01  -0.319375E+02
  1007   0.105004E+04   0.416124E+02   0.968528E-01  -0.332124E+02
  1008   0.104879E+04   0.415134E+02   0.968400E-01  -0.344770E+02
  1009   0.104768E+04   0.414092E+02   0.968283E-01  -0.357309E+02
  1010   0.104668E+04   0.413000E+02   0.968176E-01  -0.369738E+02
  1011   0.104580E+04   0.411858E+02   0.968079E-01  -0.382053E+02
  1012   0.104504E+04   0.410668E+02   0.967992E-01  -0.394254E+02
  1013   0.104439E+04   0.409430E+02   0.967916E-01  -0.406336E+02
  1014   0.104386E+04   0.408143E+02   0.967850E-01  -0.418294E+02
  1015   0.104345E+04   0.406806E+02   0.967794E-01  -0.430125E+02
  1016   0.104315E+04   0.405420E+02   0.967748E-01  -0.441825E+02
  1017   0.104297E+04   0.403982E+02   0.967712E-01  -0.453390E+02
  1018   0.104290E+04   0.402492E+02   0.967687E-01  -0.464816E+02
  1019   0.104295E+04   0.400952E+02   0.967671E-01  -0.476098E+02
  1020   0.104310E+04   0.399360E+02   0.967666E-01  -0.487230E+02
  1021   0.104337E+04   0.397719E+02   0.967671E-01  -0.498206E+02
  1022   0.104374E+04   0.396031E+02   0.967686E-01  -0.509019E+02
  1023   0.104420E+04   0.394297E+02   0.967711E-01  -0.519661E+02
  1024   0.104476E+04   0.392518E+02   0.967746E-01  -0.530129E+02
  1025   0.104542E+04   0.390696E+02   0.967791E-01  -0.540413E+02
  1026   0.104617E+04   0.388834E+02   0.967845E-01  -0.550508E+02
  1027   0.104701E+04   0.386930E+02   0.967910E-01  -0.560416E+02
  1028   0.104793E+04   0.384986E+02   0.967984E-01  -0.570136E+02
  1029   0.104895E+04   0.383002E+02   0.968068E-01  -0.579670E+02
  1030   0.105006E+04   0.380979E+02   0.968161E-01  -0.589019E+02
  1031   0.105125E+04   0.378917E+02   0.968264E-01  -0.598184E+02
  1032   0.105252E+04   0.376817E+02   0.968376E-01  -0.607166E+02
  1033   0.105389E+04   0.374679E+02   0.968498E-01  -0.615965E+02
  1034   0.105534E+04   0.372504E+02   0.968629E-01  -0.624577E+02
  1035   0.105687E+04   0.370295E+02   0.968769E-01  -0.632995E+02
  1036   0.105847E+04   0.368051E+02   0.968918E-01  -0.641213E+02
  1037   0.106014E+04   0.365774E+02   0.969076E-01  -0.649225E+02
  1038   0.106189E+04   0.363466E+02   0.969242E-01  -0.657026E+02
  1039   0.106371E+04   0.361128E+02   0.969418E-01  -0.664610E+02
  1040   0.106558E+04   0.358759E+02   0.969602E-01  -0.671971E+02
  1041   0.106752E+04   0.356363E+02   0.969795E-01  -0.679109E+02
  1042   0.106952E+04   0.353937E+02   0.969995E-01  -0.686022E+02
  1043   0.107156E+04   0.351483E+02   0.970204E-01  -0.692709E+02
  1044   0.107368E+04   0.349001E+02   0.970422E-01  -0.699176E+02
  1045   0.107585E+04   0.346489E+02   0.970647E-01  -0.705415E+02
  1046   0.107806E+04   0.343951E+02   0.970880E-01  -0.711435E+02
  1047   0.108033E+04   0.341383E+02   0.971120E-01  -0.717228E+02
  1048   0.108266E+04   0.338790E+02   0.971368E-01  -0.722795E+02
  1049   0.108503E+04   0.336172E+02   0.971623E-01  -0.728128E+02
  1050   0.108744E+04   0.333533E+02   0.971886E-01  -0.733243E+02
  1051   0.108990E+04   0.330873E+02   0.972155E-01  -0.738132E+02
  1052   0.109239E+04   0.328194E+02   0.972431E-01  -0.742789E+02
  1053   0.109492E+04   0.325498E+02   0.972714E-01  -0.747213E+02
  1054   0.109749E+04   0.322788E+02   0.973003E-01  -0.751405E+02
  1055   0.110009E+04   0.320065E+02   0.973299E-01  -0.755373E+02
  1056   0.110271E+04   0.317327E+02   0.973600E-01  -0.759109E+02
  1057   0.110537E+04   0.314578E+02   0.973908E-01  -0.762606E+02
  1058   0.110805E+04   0.311818E+02   0.974221E-01  -0.765879E+02
  1059   0.111074E+04   0.309046E+02   0.974540E-01  -0.768913E+02
  1060   0.111347E+04   0.306266E+02   0.974864E-01  -0.771709E+02
  1061   0.111621E+04   0.303476E+02   0.975193E-01  -0.774282E+02
  1062   0.111897E+04   0.300679E+02   0.975527E-01  -0.776609E+02
  1063   0.112175E+04   0.297875E+02   0.975866E-01  -0.778713E+02
  1064   0.112453E+04   0.295065E+02   0.976209E-01  -0.780579E+02
  1065   0.112732E+04   0.292251E+02   0.976556E-01  -0.782208E+02
  1066   0.113013E+04   0.289432E+02   0.976908E-01  -0.783613E+02
  1067   0.113293E+04   0.286610E+02   0.977263E-01  -0.784781E+02
  1068   0.113575E+04   0.283786E+02   0.977622E-01  -0.785719E+02
  1069   0.113856E+04   0.280962E+02   0.977984E-01  -0.786427E+02
  1070   0.114137E+04   0.278138E+02   0.978350E-01  -0.786906E+02
  1071   0.114418E+04   0.275315E+02   0.978718E-01  -0.787154E+02
  1072   0.114699E+04   0.272496E+02   0.979089E-01  -0.787179E+02
  1073   0.114978E+04   0.269680E+02   0.979463E-01  -0.786975E+02
  1074   0.115256E+04   0.266869E+02   0.979838E-01  -0.786548E+02
  1075   0.115534E+04   0.264064E+02   0.980216E-01  -0.785899E+02
  1076   0.115810E+04   0.261266E+02   0.980596E-01  -0.785020E+02
  1077   0.116084E+04   0.258476E+02   0.980977E-01  -0.783925E+02
  1078   0.116358E+04   0.255696E+02   0.981359E-01  -0.782616E+02
  1079   0.116628E+04   0.252926E+02   0.981743E-01  -0.781084E+02
  1080   0.116897E+04   0.250167E+02   0.982127E-01  -0.779343E+02
  1081   0.117163E+04   0.247421E+02   0.982512E-01  -0.777380E+02
  1082   0.117427E+04   0.244687E+02   0.982897E-01  -0.775209E+02
  1083   0.117688E+04   0.241968E+02   0.983282E-01  -0.772829E+02
  1084   0.117946E+04   0.239265E+02   0.983668E-01  -0.770241E+02
  1085   0.118201E+04   0.236577E+02   0.984052E-01  -0.767452E+02
  1086   0.118453E+04   0.233906E+02   0.984437E-01  -0.764446E+02
  1087   0.118701E+04   0.231253E+02   0.984820E-01  -0.761247E+02
  1088   0.118945E+04   0.228619E+02   0.985203E-01  -0.757846E+02
  1089   0.119186E+04   0.226005E+02   0.985584E-01  -0.754243E+02
  1090   0.119422E+04   0.223410E+02   0.985964E-01  -0.750445E+02
  1091   0.119654E+04   0.220838E+02   0.986342E-01  -0.746460E+02
  1092   0.119882E+04   0.218288E+02   0.986718E-01  -0.742280E+02
  1093   0.120105E+04   0.215763E+02   0.987092E-01  -0.737920E+02
  1094   0.120324E+04   0.213261E+02   0.987464E-01  -0.733371E+02
  1095   0.120538E+04   0.210786E+02   0.987833E-01  -0.728648E+02
  1096   0.120746E+04   0.208337E+02   0.988199E-01  -0.723745E+02
  1097   0.120950E+04   0.205916E+02   0.988562E-01  -0.718667E+02
  1098   0.121149E+04   0.203523E+02   0.988921E-01  -0.713422E+02
  1099   0.121342E+04   0.201159E+02   0.989278E-01  -0.708009E+02
  1100   0.121530E+04   0.198825E+02   0.989630E-01  -0.702437E+02
  1101   0.121712E+04   0.196520E+02   0.989979E-01  -0.696696E+02
  1102   0.121888E+04   0.194247E+02   0.990323E-01  -0.690802E+02
  1103   0.122058E+04   0.192007E+02   0.990663E-01  -0.684747E+02
  1104   0.122223E+04   0.189799E+02   0.990999E-01  -0.678543E+02
  1105   0.122381E+04   0.187624E+02   0.991330E-01  -0.672192E+02
  1106   0.122533E+04   0.185483E+02   0.991655E-01  -0.665696E+02
  1107   0.122678E+04   0.183376E+02   0.991976E-01  -0.659060E+02
  1108   0.122817E+04   0.181305E+02   0.992291E-01  -0.652287E+02
  1109   0.122950E+04   0.179271E+02   0.992601E-01  -0.645381E+02
  1110   0.123075E+04   0.177273E+02   0.992905E-01  -0.638346E+02
  1111   0.123194E+04   0.175313E+02   0.993203E-01  -0.631185E+02
  1112   0.123306E+04   0.173390E+02   0.993495E-01  -0.623902E+02
  1113   0.123411E+04   0.171507E+02   0.993780E-01  -0.616502E+02
  1114   0.123509E+04   0.169663E+02   0.994059E-01  -0.608988E+02
  1115   0.123600E+04   0.167858E+02   0.994331E-01  -0.601363E+02
  1116   0.123684E+04   0.166094E+02   0.994597E-01  -0.593633E+02
  1117   0.123761E+04   0.164371E+02   0.994855E-01  -0.585801E+02
  1118   0.123831E+04   0.162689E+02   0.995106E-01  -0.577869E+02
  1119   0.123892E+04   0.161049E+02   0.995349E-01  -0.569845E+02
  1120   0.123946E+04   0.159451E+02   0.995585E-01  -0.561728E+02
  1121   0.123993E+04   0.157896E+02   0.995814E-01  -0.553525E+02
  1122   0.124032E+04   0.156384E+02   0.996034E-01  -0.545239E+02
  1123   0.124064E+04   0.154915E+02   0.996246E-01  -0.536874E+02
  1124   0.124088E+04   0.153491E+02   0.996450E-01  -0.528434E+02
  1125   0.124104E+04   0.152111E+02   0.996645E-01  -0.519922E+02
  1126   0.124111E+04   0.150776E+02   0.996832E-01  -0.511344E+02
  1127   0.124111E+04   0.149486E+02   0.997010E-01  -0.502704E+02
  1128   0.124104E+04   0.148241E+02   0.997179E-01  -0.494007E+02
  1129   0.124088E+04   0.147043E+02   0.997339E-01  -0.485257E+02
  1130   0.124065E+04   0.145890E+02   0.997490E-01  -0.476459E+02
  1131   0.124034E+04   0.144783E+02   0.997632E-01  -0.467616E+02
  1132   0.123995E+04   0.143724E+02   0.997764E-01  -0.458734E+02
  1133   0.123948E+04   0.142712E+02   0.997886E-01  -0.449815E+02
  1134   0.123893E+04   0.141746E+02   0.997999E-01  -0.440865E+02
  1135   0.123830E+04   0.140828E+02   0.998102E-01  -0.431886E+02
  1136   0.123760E+04   0.139957E+02   0.998195E-01  -0.422882E+02
  1137   0.123681E+04   0.139134E+02   0.998277E-01  -0.413859E+02
  1138   0.123594E+04   0.138358E+02   0.998350E-01  -0.404819E+02
  1139   0.123500E+04   0.137629E+02   0.998412E-01  -0.395766E+02
  1140   0.123397E+04   0.136949E+02   0.998464E-01  -0.386705E+02
  1141   0.123287E+04   0.136315E+02   0.998505E-01  -0.377640E+02
  1142   0.123168E+04   0.135730E+02   0.998535E-01  -0.368576E+02
  1143   0.123042E+04   0.135193E+02   0.998555E-01  -0.359515E+02
  1144   0.122908E+04   0.134704E+02   0.998564E-01  -0.350463E+02
  1145   0.122765E+04   0.134262E+02   0.998562E-01  -0.341424E+02
  1146   0.122616E+04   0.133869E+02   0.998549E-01  -0.332402E+02
  1147   0.122458E+04   0.133523E+02   0.998525E-01  -0.323400E+02
  1148   0.122292E+04   0.133225E+02   0.998489E-01  -0.314422E+02
  1149   0.122119E+04   0.132974E+02   0.998443E-01  -0.305472E+02
  1150   0.121938E+04   0.132771E+02   0.998385E-01  -0.296554E+02
  1151   0.121749E+04   0.132615E+02   0.998316E-01  -0.287672E+02
  1152   0.121552E+04   0.132506E+02   0.998235E-01  -0.278830E+02
  1153   0.121349E+04   0.132444E+02   0.998143E-01  -0.270031E+02
  1154   0.121137E+04   0.132428E+02   0.998039E-01  -0.261278E+02
  1155   0.120919E+04   0.132459E+02   0.997924E-01  -0.252577E+02
  1156   0.120692E+04   0.132536E+02   0.997797E-01  -0.243931E+02
  1157   0.120459E+04   0.132659E+02   0.997659E-01  -0.235343E+02
  1158   0.120219E+04   0.132828E+02   0.997508E-01  -0.226818E+02
  1159   0.119972E+04   0.133042E+02   0.997347E-01  -0.218359E+02
  1160   0.119718E+04   0.133302E+02   0.997173E-01  -0.209969E+02
  1161   0.119457E+04   0.133606E+02   0.996988E-01  -0.201653E+02
  1162   0.119190E+04   0.133954E+02   0.996791E-01  -0.193412E+02
  1163   0.118916E+04   0.134346E+02   0.996583E-01  -0.185251E+02
  1164   0.118635E+04   0.134783E+02   0.996362E-01  -0.177172E+02
  1165   0.118349E+04   0.135262E+02   0.996130E-01  -0.169180E+02
  1166   0.118055E+04   0.135785E+02   0.995887E-01  -0.161277E+02
  1167   0.117755E+04   0.136349E+02   0.995631E-01  -0.153466E+02
  1168   0.117449E+04   0.136956E+02   0.995364E-01  -0.145750E+02
  1169   0.117137E+04   0.137604E+02   0.995086E-01  -0.138133E+02
  1170   0.116819E+04   0.138293E+02   0.994796E-01  -0.130617E+02
  1171   0.116495E+04   0.139022E+02   0.994494E-01  -0.123207E+02
  1172   0.116166E+04   0.139792E+02   0.994181E-01  -0.115903E+02
