#    L    TT             EE             TE             PP             TP          
   322   0.333711E+04   0.131389E+02   0.118190E+03   0.158677E+07   0.879912E+03
   323   0.330404E+04   0.133268E+02   0.117697E+03   0.158099E+07   0.871670E+03
   324   0.327111E+04   0.135143E+02   0.117167E+03   0.157525E+07   0.863491E+03
   325   0.323836E+04   0.137014E+02   0.116598E+03   0.156954E+07   0.855377E+03
   326   0.320579E+04   0.138881E+02   0.115993E+03   0.156386E+07   0.847327E+03
   327   0.317339E+04   0.140742E+02   0.115349E+03   0.155821E+07   0.839341E+03
   328   0.314119E+04   0.142596E+02   0.114669E+03   0.155259E+07   0.831419E+03
   329   0.310919E+04   0.144444E+02   0.113953E+03   0.154701E+07   0.823563E+03
   330   0.307741E+04   0.146283E+02   0.113199E+03   0.154145E+07   0.815771E+03
   331   0.304584E+04   0.148114E+02   0.112409E+03   0.153592E+07   0.808044E+03
   332   0.301450E+04   0.149937E+02   0.111583E+03   0.153043E+07   0.800383E+03
   333   0.298339E+04   0.151749E+02   0.110722E+03   0.152496E+07   0.792786E+03
   334   0.295253E+04   0.153550E+02   0.109825E+03   0.151952E+07   0.785256E+03
   335   0.292192E+04   0.155340E+02   0.108893E+03   0.151411E+07   0.777791E+03
   336   0.289158E+04   0.157117E+02   0.107927E+03   0.150873E+07   0.770393E+03
   337   0.286150E+04   0.158882E+02   0.106927E+03   0.150338E+07   0.763060E+03
   338   0.283170E+04   0.160634E+02   0.105892E+03   0.149805E+07   0.755794E+03
   339   0.280218E+04   0.162372E+02   0.104825E+03   0.149275E+07   0.748595E+03
   340   0.277297E+04   0.164095E+02   0.103725E+03   0.148748E+07   0.741462E+03
   341   0.274405E+04   0.165803E+02   0.102593E+03   0.148224E+07   0.734396E+03
   342   0.271543E+04   0.167493E+02   0.101427E+03   0.147703E+07   0.727398E+03
   343   0.268713E+04   0.169167E+02   0.100231E+03   0.147184E+07   0.720466E+03
   344   0.265914E+04   0.170822E+02   0.990025E+02   0.146668E+07   0.713602E+03
   345   0.263146E+04   0.172459E+02   0.977428E+02   0.146154E+07   0.706806E+03
   346   0.260412E+04   0.174076E+02   0.964518E+02   0.145643E+07   0.700078E+03
   347   0.257710E+04   0.175672E+02   0.951304E+02   0.145135E+07   0.693418E+03
   348   0.255041E+04   0.177247E+02   0.937784E+02   0.144629E+07   0.686826E+03
   349   0.252407E+04   0.178800E+02   0.923982E+02   0.144125E+07   0.680302E+03
   350   0.249808E+04   0.180331E+02   0.909889E+02   0.143625E+07   0.673847E+03
   351   0.247246E+04   0.181840E+02   0.895521E+02   0.143126E+07   0.667461E+03
   352   0.244720E+04   0.183326E+02   0.880885E+02   0.142630E+07   0.661142E+03
   353   0.242232E+04   0.184788E+02   0.865981E+02   0.142137E+07   0.654888E+03
   354   0.239782E+04   0.186227E+02   0.850832E+02   0.141646E+07   0.648698E+03
   355   0.237370E+04   0.187640E+02   0.835429E+02   0.141157E+07   0.642569E+03
   356   0.234998E+04   0.189028E+02   0.819781E+02   0.140671E+07   0.636501E+03
   357   0.232664E+04   0.190390E+02   0.803895E+02   0.140187E+07   0.630492E+03
   358   0.230371E+04   0.191725E+02   0.787779E+02   0.139705E+07   0.624539E+03
   359   0.228118E+04   0.193032E+02   0.771431E+02   0.139226E+07   0.618641E+03
   360   0.225905E+04   0.194310E+02   0.754868E+02   0.138749E+07   0.612796E+03
   361   0.223733E+04   0.195560E+02   0.738079E+02   0.138274E+07   0.607003E+03
   362   0.221601E+04   0.196780E+02   0.721082E+02   0.137802E+07   0.601260E+03
   363   0.219512E+04   0.197970E+02   0.703884E+02   0.137332E+07   0.595566E+03
   364   0.217464E+04   0.199129E+02   0.686490E+02   0.136865E+07   0.589917E+03
   365   0.215459E+04   0.200257E+02   0.668910E+02   0.136399E+07   0.584313E+03
   366   0.213496E+04   0.201353E+02   0.651152E+02   0.135936E+07   0.578752E+03
   367   0.211576E+04   0.202417E+02   0.633222E+02   0.135475E+07   0.573233E+03
   368   0.209699E+04   0.203447E+02   0.615129E+02   0.135016E+07   0.567753E+03
   369   0.207865E+04   0.204446E+02   0.596880E+02   0.134560E+07   0.562311E+03
   370   0.206076E+04   0.205410E+02   0.578483E+02   0.134105E+07   0.556905E+03
   371   0.204330E+04   0.206341E+02   0.559946E+02   0.133653E+07   0.551533E+03
   372   0.202628E+04   0.207236E+02   0.541276E+02   0.133203E+07   0.546194E+03
   373   0.200970E+04   0.208097E+02   0.522482E+02   0.132756E+07   0.540886E+03
   374   0.199357E+04   0.208923E+02   0.503570E+02   0.132310E+07   0.535607E+03
   375   0.197788E+04   0.209714E+02   0.484548E+02   0.131866E+07   0.530355E+03
   376   0.196263E+04   0.210468E+02   0.465424E+02   0.131425E+07   0.525129E+03
   377   0.194783E+04   0.211186E+02   0.446205E+02   0.130985E+07   0.519928E+03
   378   0.193347E+04   0.211867E+02   0.426899E+02   0.130548E+07   0.514748E+03
   379   0.191957E+04   0.212510E+02   0.407513E+02   0.130113E+07   0.509589E+03
   380   0.190612E+04   0.213115E+02   0.388055E+02   0.129680E+07   0.504449E+03
   381   0.189311E+04   0.213682E+02   0.368531E+02   0.129248E+07   0.499327E+03
   382   0.188056E+04   0.214208E+02   0.348951E+02   0.128819E+07   0.494219E+03
   383   0.186846E+04   0.214697E+02   0.329322E+02   0.128392E+07   0.489125E+03
   384   0.185680E+04   0.215147E+02   0.309653E+02   0.127967E+07   0.484044E+03
   385   0.184559E+04   0.215557E+02   0.289951E+02   0.127544E+07   0.478972E+03
   386   0.183484E+04   0.215929E+02   0.270227E+02   0.127122E+07   0.473909E+03
   387   0.182453E+04   0.216261E+02   0.250487E+02   0.126703E+07   0.468853E+03
   388   0.181467E+04   0.216555E+02   0.230741E+02   0.126286E+07   0.463802E+03
   389   0.180525E+04   0.216809E+02   0.210997E+02   0.125870E+07   0.458754E+03
   390   0.179628E+04   0.217024E+02   0.191262E+02   0.125457E+07   0.453708E+03
   391   0.178775E+04   0.217199E+02   0.171546E+02   0.125045E+07   0.448662E+03
   392   0.177965E+04   0.217334E+02   0.151856E+02   0.124635E+07   0.443614E+03
   393   0.177200E+04   0.217430E+02   0.132200E+02   0.124227E+07   0.438562E+03
   394   0.176478E+04   0.217486E+02   0.112585E+02   0.123821E+07   0.433506E+03
   395   0.175799E+04   0.217501E+02   0.930199E+01   0.123417E+07   0.428442E+03
   396   0.175164E+04   0.217477E+02   0.735126E+01   0.123015E+07   0.423370E+03
   397   0.174570E+04   0.217411E+02   0.540710E+01   0.122614E+07   0.418287E+03
   398   0.174020E+04   0.217306E+02   0.347025E+01   0.122215E+07   0.413192E+03
   399   0.173512E+04   0.217160E+02   0.154150E+01   0.121818E+07   0.408083E+03
   400   0.173046E+04   0.216974E+02  -0.378383E+00   0.121423E+07   0.402958E+03
   401   0.172623E+04   0.216747E+02  -0.228863E+01   0.121029E+07   0.397817E+03
   402   0.172241E+04   0.216481E+02  -0.418845E+01   0.120637E+07   0.392661E+03
   403   0.171901E+04   0.216174E+02  -0.607711E+01   0.120247E+07   0.387491E+03
   404   0.171603E+04   0.215828E+02  -0.795380E+01   0.119859E+07   0.382309E+03
   405   0.171345E+04   0.215442E+02  -0.981776E+01   0.119472E+07   0.377118E+03
   406   0.171126E+04   0.215017E+02  -0.116683E+02   0.119087E+07   0.371920E+03
   407   0.170948E+04   0.214552E+02  -0.135045E+02   0.118704E+07   0.366715E+03
   408   0.170810E+04   0.214048E+02  -0.153257E+02   0.118322E+07   0.361507E+03
   409   0.170709E+04   0.213506E+02  -0.171312E+02   0.117943E+07   0.356298E+03
   410   0.170648E+04   0.212925E+02  -0.189200E+02   0.117564E+07   0.351088E+03
   411   0.170623E+04   0.212305E+02  -0.206917E+02   0.117188E+07   0.345881E+03
   412   0.170635E+04   0.211647E+02  -0.224454E+02   0.116813E+07   0.340677E+03
   413   0.170686E+04   0.210952E+02  -0.241807E+02   0.116440E+07   0.335480E+03
   414   0.170772E+04   0.210219E+02  -0.258968E+02   0.116068E+07   0.330291E+03
   415   0.170894E+04   0.209450E+02  -0.275931E+02   0.115698E+07   0.325111E+03
   416   0.171051E+04   0.208644E+02  -0.292691E+02   0.115330E+07   0.319943E+03
   417   0.171243E+04   0.207802E+02  -0.309238E+02   0.114963E+07   0.314790E+03
   418   0.171470E+04   0.206925E+02  -0.325569E+02   0.114598E+07   0.309651E+03
   419   0.171731E+04   0.206012E+02  -0.341674E+02   0.114235E+07   0.304531E+03
   420   0.172025E+04   0.205063E+02  -0.357550E+02   0.113873E+07   0.299430E+03
   421   0.172353E+04   0.204080E+02  -0.373188E+02   0.113513E+07   0.294351E+03
   422   0.172712E+04   0.203062E+02  -0.388582E+02   0.113154E+07   0.289295E+03
   423   0.173104E+04   0.202009E+02  -0.403725E+02   0.112797E+07   0.284264E+03
   424   0.173527E+04   0.200923E+02  -0.418612E+02   0.112441E+07   0.279261E+03
   425   0.173981E+04   0.199803E+02  -0.433237E+02   0.112087E+07   0.274288E+03
   426   0.174465E+04   0.198651E+02  -0.447596E+02   0.111735E+07   0.269345E+03
   427   0.174977E+04   0.197467E+02  -0.461685E+02   0.111384E+07   0.264436E+03
   428   0.175519E+04   0.196253E+02  -0.475499E+02   0.111035E+07   0.259562E+03
   429   0.176088E+04   0.195008E+02  -0.489034E+02   0.110687E+07   0.254725E+03
   430   0.176684E+04   0.193734E+02  -0.502285E+02   0.110341E+07   0.249927E+03
   431   0.177306E+04   0.192432E+02  -0.515249E+02   0.109996E+07   0.245171E+03
   432   0.177954E+04   0.191102E+02  -0.527920E+02   0.109653E+07   0.240457E+03
   433   0.178627E+04   0.189745E+02  -0.540294E+02   0.109311E+07   0.235787E+03
   434   0.179325E+04   0.188362E+02  -0.552367E+02   0.108971E+07   0.231165E+03
   435   0.180047E+04   0.186951E+02  -0.564134E+02   0.108632E+07   0.226592E+03
   436   0.180792E+04   0.185516E+02  -0.575590E+02   0.108295E+07   0.222069E+03
   437   0.181561E+04   0.184055E+02  -0.586731E+02   0.107959E+07   0.217599E+03
   438   0.182352E+04   0.182571E+02  -0.597553E+02   0.107625E+07   0.213183E+03
   439   0.183165E+04   0.181063E+02  -0.608051E+02   0.107292E+07   0.208824E+03
   440   0.184000E+04   0.179531E+02  -0.618223E+02   0.106960E+07   0.204524E+03
   441   0.184854E+04   0.177979E+02  -0.628066E+02   0.106631E+07   0.200283E+03
   442   0.185727E+04   0.176404E+02  -0.637576E+02   0.106302E+07   0.196106E+03
   443   0.186618E+04   0.174810E+02  -0.646749E+02   0.105975E+07   0.191992E+03
   444   0.187526E+04   0.173196E+02  -0.655583E+02   0.105649E+07   0.187945E+03
   445   0.188451E+04   0.171563E+02  -0.664075E+02   0.105325E+07   0.183966E+03
   446   0.189392E+04   0.169913E+02  -0.672222E+02   0.105002E+07   0.180057E+03
   447   0.190347E+04   0.168246E+02  -0.680023E+02   0.104681E+07   0.176220E+03
   448   0.191318E+04   0.166563E+02  -0.687478E+02   0.104361E+07   0.172458E+03
   449   0.192303E+04   0.164866E+02  -0.694583E+02   0.104042E+07   0.168771E+03
   450   0.193302E+04   0.163153E+02  -0.701339E+02   0.103725E+07   0.165162E+03
   451   0.194313E+04   0.161428E+02  -0.707744E+02   0.103409E+07   0.161632E+03
   452   0.195339E+04   0.159691E+02  -0.713796E+02   0.103094E+07   0.158182E+03
   453   0.196375E+04   0.157942E+02  -0.719493E+02   0.102781E+07   0.154809E+03
   454   0.197422E+04   0.156183E+02  -0.724834E+02   0.102469E+07   0.151513E+03
   455   0.198480E+04   0.154414E+02  -0.729815E+02   0.102158E+07   0.148293E+03
   456   0.199546E+04   0.152636E+02  -0.734437E+02   0.101849E+07   0.145148E+03
   457   0.200620E+04   0.150850E+02  -0.738696E+02   0.101541E+07   0.142077E+03
   458   0.201701E+04   0.149058E+02  -0.742589E+02   0.101235E+07   0.139079E+03
   459   0.202787E+04   0.147259E+02  -0.746119E+02   0.100929E+07   0.136152E+03
   460   0.203880E+04   0.145456E+02  -0.749284E+02   0.100626E+07   0.133297E+03
   461   0.204977E+04   0.143647E+02  -0.752079E+02   0.100323E+07   0.130512E+03
   462   0.206079E+04   0.141837E+02  -0.754525E+02   0.100022E+07   0.127795E+03
   463   0.207185E+04   0.140025E+02  -0.756607E+02   0.997216E+06   0.125147E+03
   464   0.208295E+04   0.138213E+02  -0.758332E+02   0.994228E+06   0.122566E+03
   465   0.209408E+04   0.136401E+02  -0.759701E+02   0.991254E+06   0.120050E+03
   466   0.210525E+04   0.134590E+02  -0.760722E+02   0.988292E+06   0.117600E+03
   467   0.211644E+04   0.132783E+02  -0.761386E+02   0.985342E+06   0.115213E+03
   468   0.212764E+04   0.130979E+02  -0.761701E+02   0.982406E+06   0.112890E+03
   469   0.213884E+04   0.129180E+02  -0.761667E+02   0.979481E+06   0.110629E+03
   470   0.215004E+04   0.127386E+02  -0.761284E+02   0.976570E+06   0.108429E+03
   471   0.216121E+04   0.125599E+02  -0.760545E+02   0.973670E+06   0.106289E+03
   472   0.217236E+04   0.123820E+02  -0.759464E+02   0.970783E+06   0.104208E+03
   473   0.218348E+04   0.122049E+02  -0.758027E+02   0.967908E+06   0.102185E+03
   474   0.219456E+04   0.120287E+02  -0.756255E+02   0.965046E+06   0.100219E+03
   475   0.220559E+04   0.118536E+02  -0.754135E+02   0.962195E+06   0.983092E+02
   476   0.221658E+04   0.116797E+02  -0.751672E+02   0.959357E+06   0.964546E+02
   477   0.222751E+04   0.115070E+02  -0.748876E+02   0.956531E+06   0.946542E+02
   478   0.223839E+04   0.113357E+02  -0.745746E+02   0.953716E+06   0.929069E+02
   479   0.224921E+04   0.111659E+02  -0.742291E+02   0.950914E+06   0.912118E+02
   480   0.225996E+04   0.109977E+02  -0.738507E+02   0.948123E+06   0.895678E+02
   481   0.227065E+04   0.108311E+02  -0.734401E+02   0.945344E+06   0.879741E+02
   482   0.228126E+04   0.106663E+02  -0.729975E+02   0.942577E+06   0.864295E+02
   483   0.229178E+04   0.105034E+02  -0.725233E+02   0.939822E+06   0.849332E+02
   484   0.230220E+04   0.103425E+02  -0.720180E+02   0.937078E+06   0.834840E+02
   485   0.231251E+04   0.101837E+02  -0.714817E+02   0.934345E+06   0.820811E+02
   486   0.232272E+04   0.100270E+02  -0.709150E+02   0.931624E+06   0.807234E+02
   487   0.233281E+04   0.987262E+01  -0.703181E+02   0.928914E+06   0.794100E+02
   488   0.234278E+04   0.972063E+01  -0.696915E+02   0.926216E+06   0.781398E+02
   489   0.235262E+04   0.957103E+01  -0.690359E+02   0.923529E+06   0.769119E+02
   490   0.236233E+04   0.942402E+01  -0.683515E+02   0.920853E+06   0.757253E+02
   491   0.237191E+04   0.927969E+01  -0.676391E+02   0.918188E+06   0.745790E+02
   492   0.238135E+04   0.913804E+01  -0.668989E+02   0.915534E+06   0.734720E+02
   493   0.239066E+04   0.899920E+01  -0.661317E+02   0.912891E+06   0.724033E+02
   494   0.239983E+04   0.886334E+01  -0.653377E+02   0.910259E+06   0.713719E+02
   495   0.240885E+04   0.873052E+01  -0.645178E+02   0.907638E+06   0.703769E+02
   496   0.241772E+04   0.860075E+01  -0.636721E+02   0.905028E+06   0.694172E+02
   497   0.242643E+04   0.847417E+01  -0.628015E+02   0.902428E+06   0.684918E+02
   498   0.243497E+04   0.835086E+01  -0.619063E+02   0.899839E+06   0.675999E+02
   499   0.244334E+04   0.823090E+01  -0.609873E+02   0.897261E+06   0.667403E+02
   500   0.245154E+04   0.811442E+01  -0.600447E+02   0.894693E+06   0.659121E+02
   501   0.245955E+04   0.800144E+01  -0.590793E+02   0.892136E+06   0.651144E+02
   502   0.246737E+04   0.789209E+01  -0.580917E+02   0.889589E+06   0.643469E+02
   503   0.247500E+04   0.778639E+01  -0.570825E+02   0.887053E+06   0.636091E+02
   504   0.248244E+04   0.768455E+01  -0.560526E+02   0.884527E+06   0.629008E+02
   505   0.248969E+04   0.758649E+01  -0.550025E+02   0.882011E+06   0.622217E+02
   506   0.249674E+04   0.749238E+01  -0.539329E+02   0.879505E+06   0.615715E+02
   507   0.250359E+04   0.740229E+01  -0.528446E+02   0.877010E+06   0.609499E+02
   508   0.251025E+04   0.731629E+01  -0.517381E+02   0.874525E+06   0.603566E+02
   509   0.251670E+04   0.723446E+01  -0.506142E+02   0.872050E+06   0.597912E+02
   510   0.252295E+04   0.715686E+01  -0.494737E+02   0.869585E+06   0.592536E+02
   511   0.252899E+04   0.708354E+01  -0.483172E+02   0.867131E+06   0.587433E+02
   512   0.253483E+04   0.701457E+01  -0.471453E+02   0.864686E+06   0.582600E+02
   513   0.254046E+04   0.695002E+01  -0.459588E+02   0.862251E+06   0.578036E+02
   514   0.254586E+04   0.688994E+01  -0.447584E+02   0.859826E+06   0.573736E+02
   515   0.255106E+04   0.683440E+01  -0.435447E+02   0.857411E+06   0.569698E+02
   516   0.255603E+04   0.678345E+01  -0.423186E+02   0.855006E+06   0.565919E+02
   517   0.256079E+04   0.673715E+01  -0.410807E+02   0.852611E+06   0.562395E+02
   518   0.256531E+04   0.669556E+01  -0.398317E+02   0.850225E+06   0.559123E+02
   519   0.256961E+04   0.665872E+01  -0.385726E+02   0.847850E+06   0.556102E+02
   520   0.257367E+04   0.662669E+01  -0.373038E+02   0.845484E+06   0.553326E+02
   521   0.257751E+04   0.659952E+01  -0.360262E+02   0.843127E+06   0.550795E+02
   522   0.258110E+04   0.657727E+01  -0.347406E+02   0.840781E+06   0.548504E+02
   523   0.258445E+04   0.655997E+01  -0.334475E+02   0.838443E+06   0.546450E+02
   524   0.258757E+04   0.654765E+01  -0.321480E+02   0.836116E+06   0.544630E+02
   525   0.259044E+04   0.654035E+01  -0.308425E+02   0.833798E+06   0.543042E+02
   526   0.259309E+04   0.653811E+01  -0.295320E+02   0.831489E+06   0.541683E+02
   527   0.259549E+04   0.654095E+01  -0.282170E+02   0.829190E+06   0.540549E+02
   528   0.259766E+04   0.654892E+01  -0.268985E+02   0.826900E+06   0.539637E+02
   529   0.259959E+04   0.656204E+01  -0.255770E+02   0.824619E+06   0.538944E+02
   530   0.260129E+04   0.658033E+01  -0.242535E+02   0.822348E+06   0.538468E+02
   531   0.260275E+04   0.660382E+01  -0.229286E+02   0.820086E+06   0.538205E+02
   532   0.260397E+04   0.663253E+01  -0.216034E+02   0.817833E+06   0.538152E+02
   533   0.260496E+04   0.666648E+01  -0.202784E+02   0.815589E+06   0.538306E+02
   534   0.260570E+04   0.670569E+01  -0.189546E+02   0.813355E+06   0.538665E+02
   535   0.260621E+04   0.675018E+01  -0.176327E+02   0.811129E+06   0.539224E+02
   536   0.260648E+04   0.679998E+01  -0.163135E+02   0.808913E+06   0.539982E+02
   537   0.260651E+04   0.685507E+01  -0.149978E+02   0.806705E+06   0.540935E+02
   538   0.260631E+04   0.691549E+01  -0.136864E+02   0.804507E+06   0.542079E+02
   539   0.260588E+04   0.698121E+01  -0.123799E+02   0.802317E+06   0.543413E+02
   540   0.260520E+04   0.705226E+01  -0.110793E+02   0.800137E+06   0.544933E+02
   541   0.260430E+04   0.712864E+01  -0.978504E+01   0.797965E+06   0.546636E+02
   542   0.260317E+04   0.721035E+01  -0.849810E+01   0.795802E+06   0.548519E+02
   543   0.260180E+04   0.729738E+01  -0.721914E+01   0.793647E+06   0.550579E+02
   544   0.260021E+04   0.738974E+01  -0.594890E+01   0.791502E+06   0.552812E+02
   545   0.259840E+04   0.748739E+01  -0.468805E+01   0.789365E+06   0.555217E+02
   546   0.259636E+04   0.759035E+01  -0.343729E+01   0.787237E+06   0.557789E+02
   547   0.259409E+04   0.769858E+01  -0.219733E+01   0.785117E+06   0.560526E+02
   548   0.259160E+04   0.781202E+01  -0.968836E+00   0.783006E+06   0.563425E+02
   549   0.258889E+04   0.793080E+01   0.247467E+00   0.780903E+06   0.566483E+02
   550   0.258595E+04   0.805471E+01   0.145090E+01   0.778809E+06   0.569697E+02
